x,predicted,std.error,conf.low,conf.high,group,resp,subset,predictor,percent_change
-2.5,49.16655617,4.222037409,40.64613973,57.68697262,1,density,all,PC3,..
-2,47.85407637,3.573077578,40.64331389,55.06483885,1,density,all,PC3,..
-1.5,46.54159657,2.980326336,40.52705453,52.55613862,1,density,all,PC3,..
-1,45.22911677,2.484347993,40.21549954,50.242734,1,density,all,PC3,..
-0.5,43.91663697,2.153091506,39.5715224,48.26175155,1,density,all,PC3,..
0,42.60415717,2.067316936,38.43214269,46.77617166,1,density,all,PC3,..
0.5,41.29167737,2.255210365,36.7404786,45.84287615,1,density,all,PC3,..
1,39.97919757,2.659384602,34.61234217,45.34605298,1,density,all,PC3,..
1.5,38.66671777,3.198883763,32.21110898,45.12232657,1,density,all,PC3,..
2,37.35423798,3.816748144,29.65172838,45.05674757,1,density,all,PC3,..
2.5,36.04175818,4.480675581,26.99938877,45.08412758,1,density,all,PC3,..
-3.5,37.45259447,6.404095453,24.52860661,50.37658233,1,density,rf,PC3,-18.1135451
-3,36.88726175,5.546102278,25.69477422,48.07974928,1,density,rf,PC3,..
-2.5,36.32192904,4.703457521,26.82996747,45.8138906,1,density,rf,PC3,..
-2,35.75659632,3.886158142,27.91401168,43.59918096,1,density,rf,PC3,..
-1.5,35.19126361,3.114223473,28.9065062,41.47602101,1,density,rf,PC3,..
-1,34.62593089,2.431254994,29.71945967,39.53240211,1,density,rf,PC3,..
-0.5,34.06059817,1.933924541,30.15778044,37.9634159,1,density,rf,PC3,..
0,33.49526546,1.784818671,29.89335555,37.09717536,1,density,rf,PC3,..
0.5,32.92993274,2.060956459,28.77075422,37.08911126,1,density,rf,PC3,..
1,32.36460003,2.631721042,27.05357194,37.67562811,1,density,rf,PC3,..
1.5,31.79926731,3.349749249,25.03919964,38.55933498,1,density,rf,PC3,..
2,31.23393459,4.139098296,22.88089606,39.58697313,1,density,rf,PC3,..
2.5,30.66860188,4.965873503,20.64706342,40.69014033,1,density,rf,PC3,..
-3.5,11.48140539,3.623726855,4.16842853,18.79438225,1,density,oc,PC3,5.753223139
-3,11.5364513,3.124306794,5.231344924,17.84155767,1,density,oc,PC3,..
-2.5,11.5914972,2.629500862,6.284949626,16.89804478,1,density,oc,PC3,..
-2,11.64654311,2.142508309,7.322786293,15.97029993,1,density,oc,PC3,..
-1.5,11.70158902,1.67017788,8.331033595,15.07214444,1,density,oc,PC3,..
-1,11.75663492,1.229524979,9.275353058,14.23791679,1,density,oc,PC3,..
-0.5,11.81168083,0.870088744,10.05577065,13.567591,1,density,oc,PC3,..
0,11.86672673,0.72488785,10.40384383,13.32960964,1,density,oc,PC3,..
0.5,11.92177264,0.903855959,10.09771747,13.74582781,1,density,oc,PC3,..
1,11.97681855,1.27731516,9.399092192,14.5545449,1,density,oc,PC3,..
1.5,12.03186445,1.723135998,8.554435222,15.50929368,1,density,oc,PC3,..
2,12.08691036,2.197713936,7.651744076,16.52207664,1,density,oc,PC3,..
2.5,12.14195626,2.685848217,6.72169512,17.56221741,1,density,oc,PC3,..
-3.5,12.15652612,2.933176077,6.237137152,18.0759151,1,density,rr,PC3,-10.47881343
-3,12.05037115,2.536410457,6.931687616,17.16905468,1,density,rr,PC3,..
-2.5,11.94421618,2.14581447,7.613787257,16.27464509,1,density,rr,PC3,..
-2,11.8380612,1.765487776,8.275162623,15.40095978,1,density,rr,PC3,..
-1.5,11.73190623,1.403802002,8.898919092,14.56489336,1,density,rr,PC3,..
-1,11.62575125,1.07965673,9.446915761,13.80458675,1,density,rr,PC3,..
-0.5,11.51959628,0.837820309,9.828806443,13.21038611,1,density,rr,PC3,..
0,11.4134413,0.761257319,9.877161837,12.94972077,1,density,rr,PC3,..
0.5,11.30728633,0.893514501,9.504101064,13.1104716,1,density,rr,PC3,..
1,11.20113136,1.165551047,8.848954114,13.5533086,1,density,rr,PC3,..
1.5,11.09497638,1.503308333,8.061177341,14.12877542,1,density,rr,PC3,..
2,10.98882141,1.871536338,7.211908167,14.76573465,1,density,rr,PC3,..
2.5,10.88266643,2.255359441,6.331166812,15.43416605,1,density,rr,PC3,..
-2.5,0.280380879,0.018151269,0.24444263,0.316319128,1,composition_bcdist,all,PC3,31.25192952
-2,0.289143323,0.016557402,0.256360819,0.321925826,1,composition_bcdist,all,PC3,..
-1.5,0.297905766,0.015218581,0.267774035,0.328037497,1,composition_bcdist,all,PC3,..
-1,0.30666821,0.014207094,0.278539153,0.334797266,1,composition_bcdist,all,PC3,..
-0.5,0.315430653,0.013596193,0.288511137,0.342350169,1,composition_bcdist,all,PC3,..
0,0.324193097,0.013440613,0.297581619,0.350804575,1,composition_bcdist,all,PC3,..
0.5,0.33295554,0.013755811,0.305719992,0.360191088,1,composition_bcdist,all,PC3,..
1,0.341717984,0.014511142,0.312986932,0.370449035,1,composition_bcdist,all,PC3,..
1.5,0.350480427,0.015642979,0.319508417,0.381452438,1,composition_bcdist,all,PC3,..
2,0.359242871,0.017076622,0.325432347,0.393053394,1,composition_bcdist,all,PC3,..
2.5,0.368005314,0.018742942,0.330895593,0.405115036,1,composition_bcdist,all,PC3,..
-2.5,0.245825786,0.020388876,0.205457231,0.286194342,1,composition_bcdist,rf,PC3,41.80043783
-2,0.256101412,0.019047699,0.218388294,0.293814529,1,composition_bcdist,rf,PC3,..
-1.5,0.266377037,0.017945798,0.230845606,0.301908469,1,composition_bcdist,rf,PC3,..
-1,0.276652663,0.017129413,0.242737616,0.310567709,1,composition_bcdist,rf,PC3,..
-0.5,0.286928288,0.01664062,0.253981019,0.319875558,1,composition_bcdist,rf,PC3,..
0,0.297203914,0.016508541,0.264518151,0.329889677,1,composition_bcdist,rf,PC3,..
0.5,0.307479539,0.016741623,0.274332291,0.340626788,1,composition_bcdist,rf,PC3,..
1,0.317755165,0.017325133,0.283452608,0.352057722,1,composition_bcdist,rf,PC3,..
1.5,0.32803079,0.018225444,0.29194568,0.364115901,1,composition_bcdist,rf,PC3,..
2,0.338306416,0.019398496,0.299898743,0.376714089,1,composition_bcdist,rf,PC3,..
2.5,0.348582041,0.020798192,0.307403068,0.389761015,1,composition_bcdist,rf,PC3,..
-2.5,0.324297526,0.068582664,0.188508623,0.460086428,1,composition_bcdist,oc,PC3,87.49214157
-2,0.352671011,0.063432931,0.227078221,0.4782638,1,composition_bcdist,oc,PC3,..
-1.5,0.381044496,0.059162431,0.263907,0.498181991,1,composition_bcdist,oc,PC3,..
-1,0.409417981,0.055972771,0.298595789,0.520240172,1,composition_bcdist,oc,PC3,..
-0.5,0.437791466,0.054055624,0.330765093,0.544817838,1,composition_bcdist,oc,PC3,..
0,0.466164951,0.053547841,0.360143953,0.572185948,1,composition_bcdist,oc,PC3,..
0.5,0.494538436,0.054488838,0.386654328,0.602422543,1,composition_bcdist,oc,PC3,..
1,0.522911921,0.056806665,0.410438677,0.635385164,1,composition_bcdist,oc,PC3,..
1.5,0.551285406,0.060342874,0.431810715,0.670760096,1,composition_bcdist,oc,PC3,..
2,0.579658891,0.064898606,0.451164168,0.708153614,1,composition_bcdist,oc,PC3,..
2.5,0.608032376,0.070275865,0.468891055,0.747173697,1,composition_bcdist,oc,PC3,..
-2.5,0.179126002,0.021119208,0.137311439,0.220940564,1,composition_bcdist,rr,PC3,77.13598707
-2,0.192943063,0.019192176,0.154943891,0.230942235,1,composition_bcdist,rr,PC3,..
-1.5,0.206760124,0.01756787,0.171976964,0.241543284,1,composition_bcdist,rr,PC3,..
-1,0.220577185,0.016336839,0.188231381,0.252922989,1,composition_bcdist,rr,PC3,..
-0.5,0.234394246,0.01559251,0.203522161,0.26526633,1,composition_bcdist,rr,PC3,..
0,0.248211307,0.01540559,0.21770931,0.278713304,1,composition_bcdist,rr,PC3,..
0.5,0.262028368,0.015795882,0.230753621,0.293303114,1,composition_bcdist,rr,PC3,..
1,0.275845429,0.016723018,0.242735016,0.308955841,1,composition_bcdist,rr,PC3,..
1.5,0.289662489,0.018104712,0.25381642,0.325508559,1,composition_bcdist,rr,PC3,..
2,0.30347955,0.019846251,0.264185355,0.342773745,1,composition_bcdist,rr,PC3,..
2.5,0.317296611,0.021861805,0.274011758,0.360581464,1,composition_bcdist,rr,PC3,..
